customer_nk,FAMILY,order_nk,order_datetime,order_rating,is_first_order,is_first_order_football,is_first_order_warmup,is_first_order_football_2024,is_first_order_bbq,coupon_code,product_nk,item_name,category_source,unit_volume_hl,unit_quantity,item_unit_value,line_item_offer_discount_value,item_ttc_descontado,item_ttc_cheio,item_subtotal_value,item_coupon_discount_value,poc_id,delivery_city,delivery_state,delivery_uf,geo,cnpj,order_cashback_value,order_shipping_value,order_subtotal_value,order_total_value,order_coupon_discount_value,order_longitude,order_latitude,delivery_datetime,delivery_time_in_minutes,unit_price_charged_tax_excl_local,unit_price_offered_tax_excl_local,unit_subtotal_charged_tax_excl_local,unit_subtotal_offered_tax_excl_local,source,is_fmr,is_fmr_football,is_fmr_football_2024,is_fmr_bbq,is_barbecue,is_football,is_football_2024,is_warm_up,is_full_potential,abi_product,is_sampling,PRODUCT_ID,SUBSOURCE_NAME,UUID,PROD_MATCH_RATIO,PRODUCT_DESCRIPTION,BRAND_ID,VARIANT,COMPANY,CATEGORY,PACKAGE,KIT_TYPE,RETURNABLE,VOLUME,PACK_QUANTITY,PGV_CODE,PGV_DESCRIPTION,MULTIPACK_PRODUCTS,BASKET,BASKET_CLUSTER,CLUSTER_AS,FUTURE_BEVS,INOVACAO,unit_subtotal_volume_hl,unit_volume_l,unit_subtotal_volume_l,lover_cluster,id_moment,id_purchase
CUST000263,CrispSoda,768039,2023-04-07 03:23:52,4.8,No,Yes,Yes,Yes,1,COUP134,PROD6018,RefreshPlus Pack,DTC,0.113,2,24.90,3.21,45.76,49.80,49.80,4.04,POC157,Meadowbrook,OH,PA,Central,31312315598106,3.73,14.08,49.80,59.84,4.04,-78.4256,30.2525,2023-04-08 07:48:02,105,24.90,27.39,49.80,54.78,Web,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,7376,Online,69195827-8014,0.95,ZestDrink 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,0.5,15,PGV174,Premium Pack,No,Standard,Core,A,No,No,0.023,0.79,6.37,Occasional,45,42
CUST000122,RefreshPlus,899715,2024-10-15 15:16:19,1.0,No,No,Yes,No,,COUP85,PROD8330,FizzCola Pack,DTC,0.476,18,23.64,0.95,362.39,425.52,425.52,63.13,POC359,Lakeside,TX,PA,Central,14361316600277,4.99,6.93,425.52,369.32,63.13,-119.9038,32.5694,2024-10-17 04:52:36,139,23.64,26.00,425.52,468.07,Web,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,6011,Online,74320126-7781,0.95,RefreshPlus 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,23,PGV498,Premium Pack,No,Standard,Core,A,No,No,0.192,2.68,1.29,Regular,27,373
CUST000175,FizzCola,763097,2023-07-05 17:05:08,3.5,No,No,Yes,Yes,,,PROD4415,RefreshPlus Pack,DTC,0.403,18,24.78,0.51,392.67,446.04,446.04,53.37,POC517,Lakeside,NY,NY,Central,13035129834882,1.45,7.44,446.04,400.11,53.37,-88.4431,35.2381,2023-07-07 00:16:01,99,24.78,27.26,446.04,490.64,Web,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,9531,Online,14048630-7080,0.97,CrispSoda 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,7,PGV913,Premium Pack,No,Standard,Core,A,No,No,0.479,2.18,2.13,Regular,97,2
CUST000030,BubbleWave,947928,2023-01-22 14:48:42,1.6,No,Yes,Yes,No,,,PROD3824,SparkleUp Pack,DTC,0.059,14,6.54,4.55,81.24,91.56,91.56,10.32,POC601,Lakeside,NY,CA,Central,71522165392140,2.70,11.26,91.56,92.50,10.32,-92.7559,31.1498,2023-01-23 11:45:43,131,6.54,7.19,91.56,100.72,Web,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,7098,Online,55477057-6719,0.85,ZestDrink 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,6,PGV170,Premium Pack,No,Standard,Core,A,No,No,0.124,1.35,11.79,Regular,65,86
CUST000388,BubbleWave,431130,2023-10-30 17:26:38,3.4,No,Yes,No,Yes,,,PROD8665,BubbleWave Pack,DTC,0.417,20,18.06,2.31,337.87,361.20,361.20,23.33,POC544,Lakeside,IL,IL,Central,96665259251364,3.65,11.39,361.20,349.26,23.33,-86.3337,37.9392,2023-10-31 23:03:24,117,18.06,19.87,361.20,397.32,Web,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,3250,Online,77233300-9037,0.94,RefreshPlus 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,23,PGV266,Premium Pack,No,Standard,Core,A,No,No,0.274,0.47,15.12,New,9,494
CUST000427,PopMax,528779,2023-08-16 09:57:16,3.8,No,No,No,No,,,PROD1622,CrispSoda Pack,DTC,0.267,13,12.06,2.97,134.87,156.78,156.78,21.91,POC157,Lakeside,PA,IL,East,38875326709819,3.73,9.46,156.78,144.33,21.91,-96.9956,35.5610,2023-08-17 18:03:47,178,12.06,13.27,156.78,172.46,Web,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,2519,Online,27778483-9596,0.89,BubbleWave 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,0.9,8,PGV740,Premium Pack,No,Standard,Core,A,No,No,0.325,2.17,1.99,Occasional,60,250
CUST000089,BubbleWave,745664,2024-10-20 05:12:51,2.2,No,No,Yes,Yes,,COUP98,PROD9966,CrispSoda Pack,DTC,0.351,5,12.81,3.06,52.34,64.05,64.05,11.71,POC121,Riverside,CA,IL,Central,29785457117462,3.43,13.66,64.05,66.00,11.71,-121.7374,31.3389,2024-10-20 14:13:31,69,12.81,14.09,64.05,70.45,Web,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,3212,Online,77687181-8458,1.00,SparkleUp 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.4,17,PGV912,Premium Pack,No,Standard,Core,A,No,No,0.332,2.48,9.04,Occasional,91,9
CUST000274,ZestDrink,103499,2024-09-25 05:19:16,2.8,Yes,Yes,Yes,No,,COUP76,PROD1528,PopMax Pack,DTC,0.488,5,5.08,1.17,21.34,25.40,25.40,4.06,POC853,Lakeside,TX,NY,North,70612819986070,1.31,7.39,25.40,28.73,4.06,-81.4989,41.5886,2024-09-26 13:00:16,76,5.08,5.59,25.40,27.94,Web,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,1387,Online,17828032-3054,0.92,SparkleUp 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,23,PGV708,Premium Pack,No,Standard,Core,A,No,No,0.354,1.18,19.58,Loyal,35,188
CUST000462,PopMax,768857,2024-06-20 13:09:58,2.3,Yes,No,Yes,No,,COUP121,PROD7836,SparkleUp Pack,DTC,0.110,5,21.26,2.33,103.06,106.30,106.30,3.24,POC641,Meadowbrook,FL,FL,West,91140428513743,0.44,11.29,106.30,114.35,3.24,-108.3572,26.2181,2024-06-21 15:35:04,85,21.26,23.39,106.30,116.93,Web,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,9264,Online,75553577-7259,0.86,SparkleUp 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.2,8,PGV143,Premium Pack,No,Standard,Core,A,No,No,0.472,3.62,1.26,Occasional,2,271
CUST000298,PopMax,409090,2024-05-10 08:06:46,4.8,Yes,No,No,Yes,,COUP196,PROD9980,CrispSoda Pack,DTC,0.216,1,11.05,0.09,9.14,11.05,11.05,1.91,POC964,Lakeside,FL,CA,South,29332036762376,1.41,6.98,11.05,16.12,1.91,-78.5137,45.1075,2024-05-11 08:03:04,123,11.05,12.16,11.05,12.16,Web,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8844,Online,69320850-2033,0.95,BubbleWave 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,13,PGV523,Premium Pack,No,Standard,Core,A,No,No,0.490,1.06,5.51,Regular,16,412
CUST000051,SparkleUp,235866,2024-12-06 03:06:06,2.9,Yes,Yes,No,Yes,,,PROD8545,CrispSoda Pack,DTC,0.475,6,6.82,0.39,32.80,40.92,40.92,8.12,POC137,Riverside,IL,IL,South,96063472177817,0.62,7.32,40.92,40.12,8.12,-102.7785,34.2783,2024-12-07 17:57:21,149,6.82,7.50,40.92,45.01,Web,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,1609,Online,88357129-4933,0.82,RefreshPlus 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.6,15,PGV956,Premium Pack,No,Standard,Core,A,No,No,0.241,4.28,16.70,New,64,325
CUST000192,FizzCola,874589,2024-02-17 19:41:20,1.2,Yes,No,Yes,Yes,,,PROD7878,ZestDrink Pack,DTC,0.268,13,9.13,1.45,117.44,118.69,118.69,1.25,POC134,Springfield,PA,TX,East,42591526625599,4.54,13.79,118.69,131.23,1.25,-115.2284,35.4441,2024-02-19 08:26:21,125,9.13,10.04,118.69,130.56,Web,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,3339,Online,53529002-4918,0.89,ZestDrink 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.3,9,PGV830,Premium Pack,No,Standard,Core,A,No,No,0.454,2.72,17.04,Regular,23,330
CUST000128,ZestDrink,308178,2024-10-23 01:34:01,3.5,Yes,No,Yes,Yes,,,PROD5407,RefreshPlus Pack,DTC,0.268,10,24.15,4.91,207.07,241.50,241.50,34.43,POC150,Meadowbrook,PA,PA,East,41595672861955,3.16,10.52,241.50,217.59,34.43,-82.1838,29.9636,2024-10-23 15:24:51,105,24.15,26.57,241.50,265.65,Web,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,1783,Online,14916243-4541,0.90,PopMax 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.4,6,PGV501,Premium Pack,No,Standard,Core,A,No,No,0.481,3.55,0.61,Regular,10,224
CUST000366,CrispSoda,430242,2024-11-07 09:32:30,3.4,Yes,Yes,Yes,Yes,0,COUP168,PROD2396,CrispSoda Pack,DTC,0.254,3,17.73,3.00,50.15,53.19,53.19,3.04,POC295,Riverside,CA,CA,West,34009567637486,1.77,14.02,53.19,64.17,3.04,-79.8160,47.3172,2024-11-07 11:28:42,157,17.73,19.50,53.19,58.51,Web,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,6941,Online,92135233-9052,0.80,ZestDrink 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,19,PGV527,Premium Pack,No,Standard,Core,A,No,No,0.094,0.72,3.33,Regular,39,58
CUST000448,CrispSoda,178730,2023-02-01 21:25:41,4.5,Yes,No,Yes,Yes,,,PROD5276,FizzCola Pack,DTC,0.440,16,6.39,1.72,90.17,102.24,102.24,12.07,POC252,Georgetown,NY,NY,North,19506900147422,2.99,11.96,102.24,102.13,12.07,-113.6120,47.3387,2023-02-03 18:17:59,175,6.39,7.03,102.24,112.46,Web,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2662,Online,44327568-7166,0.83,FizzCola 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,0.3,14,PGV207,Premium Pack,No,Standard,Core,A,No,No,0.193,2.09,15.25,New,52,448
CUST000353,FizzCola,983582,2024-12-01 17:27:58,4.5,Yes,No,Yes,No,1,COUP84,PROD5090,RefreshPlus Pack,DTC,0.323,14,23.77,4.48,321.58,332.78,332.78,11.20,POC651,Hilltown,FL,IL,Central,43347209595543,3.23,5.97,332.78,327.55,11.20,-108.6145,25.6720,2024-12-02 01:34:50,57,23.77,26.15,332.78,366.06,Web,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,7159,Online,10975226-8819,0.96,ZestDrink 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,24,PGV190,Premium Pack,No,Standard,Core,A,No,No,0.021,2.20,17.83,Regular,59,378
CUST000215,ZestDrink,892383,2023-07-21 18:32:54,1.2,Yes,Yes,Yes,No,,COUP70,PROD8590,BubbleWave Pack,DTC,0.277,13,9.84,3.93,116.82,127.92,127.92,11.10,POC843,Springfield,NY,OH,South,74412006146743,1.57,8.95,127.92,125.77,11.10,-104.3348,35.6456,2023-07-22 11:31:26,165,9.84,10.82,127.92,140.71,Web,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,1877,Online,58337597-5728,0.82,SparkleUp 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,24,PGV488,Premium Pack,No,Standard,Core,A,No,No,0.477,2.38,19.91,Occasional,81,372
CUST000488,RefreshPlus,790557,2024-11-26 11:55:47,1.1,Yes,Yes,No,Yes,,COUP1,PROD5712,RefreshPlus Pack,DTC,0.074,14,20.74,0.93,235.09,290.36,290.36,55.27,POC838,Georgetown,NY,OH,Central,14261387796749,1.52,11.35,290.36,246.44,55.27,-74.0064,28.8665,2024-11-26 15:39:42,136,20.74,22.81,290.36,319.40,Web,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,6077,Online,36134179-3052,0.91,SparkleUp 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,12,PGV547,Premium Pack,No,Standard,Core,A,No,No,0.043,0.13,17.76,Loyal,71,114
CUST000368,SparkleUp,385893,2023-12-16 05:55:14,4.9,No,Yes,No,No,,,PROD7374,ZestDrink Pack,DTC,0.095,3,16.46,4.91,42.64,49.38,49.38,6.74,POC856,Springfield,TX,NY,West,46902205628265,0.14,14.48,49.38,57.12,6.74,-88.1472,37.7609,2023-12-17 17:51:44,40,16.46,18.11,49.38,54.32,Web,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5685,Online,11536254-8349,0.88,SparkleUp 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,0.6,20,PGV202,Premium Pack,No,Standard,Core,A,No,No,0.042,4.24,5.77,Occasional,16,360
CUST000471,BubbleWave,662727,2023-12-18 05:52:47,3.8,Yes,No,Yes,Yes,1,,PROD8269,ZestDrink Pack,DTC,0.155,2,10.02,2.78,16.76,20.04,20.04,3.28,POC483,Lakeside,IL,IL,South,74698072703210,2.42,6.69,20.04,23.45,3.28,-88.9593,28.3145,2023-12-18 20:27:24,45,10.02,11.02,20.04,22.04,Web,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,5905,Online,48926706-7221,0.81,ZestDrink 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,14,PGV727,Premium Pack,No,Standard,Core,A,No,No,0.413,2.82,18.75,Regular,57,347
CUST000269,FizzCola,924984,2023-05-23 00:56:19,4.5,Yes,Yes,No,Yes,,,PROD2881,FizzCola Pack,DTC,0.242,16,19.91,4.61,278.34,318.56,318.56,40.22,POC744,Georgetown,FL,CA,Central,53411323827538,3.24,14.79,318.56,293.13,40.22,-104.5294,36.3280,2023-05-24 16:59:04,37,19.91,21.90,318.56,350.42,Web,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,7261,Online,80895080-6900,0.97,SparkleUp 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,2.0,24,PGV159,Premium Pack,No,Standard,Core,A,No,No,0.353,2.15,11.73,Loyal,45,425
CUST000489,ZestDrink,595659,2023-10-03 20:25:08,2.5,No,Yes,No,No,,COUP37,PROD6838,CrispSoda Pack,DTC,0.024,20,13.19,3.28,255.32,263.80,263.80,8.48,POC225,Lakeside,OH,TX,West,34823433202735,4.40,8.13,263.80,263.45,8.48,-99.2308,30.3723,2023-10-05 06:40:13,46,13.19,14.51,263.80,290.18,Web,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4579,Online,22429964-5721,0.80,CrispSoda 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,20,PGV593,Premium Pack,No,Standard,Core,A,No,No,0.350,0.88,10.72,Occasional,44,151
CUST000110,RefreshPlus,452416,2024-03-07 11:14:15,1.2,Yes,Yes,Yes,No,,COUP176,PROD1564,PopMax Pack,DTC,0.479,17,23.89,2.28,343.46,406.13,406.13,62.67,POC470,Riverside,OH,FL,North,24431468689106,2.07,13.16,406.13,356.62,62.67,-94.7870,37.1131,2024-03-08 09:11:45,128,23.89,26.28,406.13,446.74,Web,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,3873,Online,17897363-6455,0.89,FizzCola 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,21,PGV555,Premium Pack,No,Standard,Core,A,No,No,0.112,0.79,13.93,New,14,305
CUST000395,SparkleUp,209335,2024-09-25 18:49:04,1.3,No,Yes,Yes,Yes,,COUP113,PROD4759,SparkleUp Pack,DTC,0.196,8,19.87,3.60,145.51,158.96,158.96,13.45,POC916,Riverside,IL,NY,South,25418560361452,2.43,8.86,158.96,154.37,13.45,-103.2295,27.0235,2024-09-26 08:35:08,154,19.87,21.86,158.96,174.86,Web,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,7398,Online,28897776-6187,0.86,SparkleUp 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.5,7,PGV959,Premium Pack,No,Standard,Core,A,No,No,0.292,1.44,7.49,Occasional,26,40
CUST000281,BubbleWave,926942,2024-10-03 16:38:48,4.7,No,No,No,No,,COUP32,PROD1869,CrispSoda Pack,DTC,0.140,3,20.30,3.24,50.34,60.90,60.90,10.56,POC822,Hilltown,PA,IL,West,36029200303387,0.39,5.53,60.90,55.87,10.56,-99.2129,28.2669,2024-10-04 04:41:08,53,20.30,22.33,60.90,66.99,Web,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,6236,Online,18454748-3392,0.95,RefreshPlus 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,21,PGV443,Premium Pack,No,Standard,Core,A,No,No,0.181,2.80,13.76,Loyal,40,304
CUST000047,CrispSoda,621543,2024-05-23 18:32:34,3.6,No,No,Yes,Yes,,COUP58,PROD4355,CrispSoda Pack,DTC,0.461,6,24.95,2.55,142.55,149.70,149.70,7.15,POC846,Hilltown,TX,OH,South,17006537875227,4.03,10.72,149.70,153.27,7.15,-82.4544,27.6729,2024-05-25 06:17:20,65,24.95,27.45,149.70,164.67,Web,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,2006,Online,21566885-9494,0.82,CrispSoda 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,22,PGV166,Premium Pack,No,Standard,Core,A,No,No,0.202,3.04,5.72,Regular,78,408
CUST000494,ZestDrink,716016,2024-02-20 00:54:25,1.8,No,No,No,No,,COUP197,PROD3941,FizzCola Pack,DTC,0.041,18,9.22,3.43,136.62,165.96,165.96,29.34,POC247,Springfield,TX,CA,North,37367130455108,1.63,11.44,165.96,148.06,29.34,-96.6484,47.7734,2024-02-21 09:11:24,44,9.22,10.14,165.96,182.56,Web,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,4292,Online,84940677-2446,0.93,RefreshPlus 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,16,PGV517,Premium Pack,No,Standard,Core,A,No,No,0.193,0.19,17.28,New,63,188
CUST000131,PopMax,778304,2024-04-15 06:24:33,1.6,Yes,No,No,Yes,,COUP195,PROD5910,SparkleUp Pack,DTC,0.377,10,22.86,1.13,185.21,228.60,228.60,43.39,POC616,Hilltown,OH,FL,South,14822441548140,0.63,13.33,228.60,198.54,43.39,-76.0719,35.5412,2024-04-15 12:09:39,103,22.86,25.15,228.60,251.46,Web,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,7628,Online,77010999-3248,0.86,SparkleUp 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,19,PGV430,Premium Pack,No,Standard,Core,A,No,No,0.409,2.46,13.32,Regular,47,323
CUST000199,PopMax,950234,2023-06-15 19:30:15,2.1,Yes,Yes,Yes,Yes,,,PROD6377,FizzCola Pack,DTC,0.039,19,17.94,3.29,305.60,340.86,340.86,35.26,POC103,Hilltown,CA,NY,North,97680496159026,4.42,14.40,340.86,320.00,35.26,-74.6968,47.0292,2023-06-15 23:53:12,53,17.94,19.73,340.86,374.95,Web,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,2430,Online,36528483-5326,0.97,CrispSoda 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.4,13,PGV734,Premium Pack,No,Standard,Core,A,No,No,0.351,1.37,8.72,Occasional,92,467
CUST000273,PopMax,100137,2023-03-26 21:42:19,4.2,No,Yes,Yes,Yes,,COUP48,PROD3030,SparkleUp Pack,DTC,0.304,19,24.54,3.14,401.86,466.26,466.26,64.40,POC186,Hilltown,NY,FL,East,78827211573338,2.79,13.19,466.26,415.05,64.40,-101.1278,32.2742,2023-03-27 10:53:12,121,24.54,26.99,466.26,512.89,Web,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,6951,Online,29097087-5756,0.83,PopMax 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,10,PGV906,Premium Pack,No,Standard,Core,A,No,No,0.347,1.88,9.32,New,64,323
CUST000196,ZestDrink,258679,2024-06-23 14:29:27,3.2,No,Yes,No,No,,,PROD4690,PopMax Pack,DTC,0.483,20,21.61,4.30,377.91,432.20,432.20,54.29,POC781,Lakeside,FL,CA,Central,76079088438622,1.54,12.98,432.20,390.89,54.29,-83.2570,32.0394,2024-06-24 19:36:15,90,21.61,23.77,432.20,475.42,Web,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,6605,Online,46390133-7013,0.88,FizzCola 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,21,PGV429,Premium Pack,No,Standard,Core,A,No,No,0.434,1.84,2.19,Loyal,76,475
CUST000187,CrispSoda,101915,2024-07-26 04:26:28,2.8,Yes,No,Yes,Yes,,,PROD1028,ZestDrink Pack,DTC,0.108,18,21.32,4.20,327.66,383.76,383.76,56.10,POC929,Lakeside,NY,NY,East,21813830649868,2.55,14.41,383.76,342.07,56.10,-110.4378,45.5690,2024-07-27 21:10:42,152,21.32,23.45,383.76,422.14,Web,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,6510,Online,52662560-6035,0.98,FizzCola 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,17,PGV981,Premium Pack,No,Standard,Core,A,No,No,0.187,3.94,12.22,Loyal,20,428
CUST000209,RefreshPlus,630950,2023-12-20 07:38:12,2.7,No,No,Yes,No,,,PROD6082,FizzCola Pack,DTC,0.180,20,22.98,0.71,418.61,459.60,459.60,40.99,POC503,Springfield,CA,OH,Central,49799392966923,0.23,6.96,459.60,425.57,40.99,-93.3320,45.6918,2023-12-20 08:02:24,78,22.98,25.28,459.60,505.56,Web,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,9341,Online,30888979-9938,0.94,CrispSoda 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,19,PGV691,Premium Pack,No,Standard,Core,A,No,No,0.228,3.35,2.67,New,40,253
CUST000026,CrispSoda,372850,2023-09-01 15:33:15,1.2,No,Yes,Yes,Yes,,COUP163,PROD7724,PopMax Pack,DTC,0.352,1,7.25,4.05,7.23,7.25,7.25,0.02,POC128,Meadowbrook,OH,OH,North,47109644757102,2.77,9.67,7.25,16.90,0.02,-82.6221,33.6518,2023-09-03 00:16:28,108,7.25,7.98,7.25,7.98,Web,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,8421,Online,51827650-5229,1.00,RefreshPlus 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.2,11,PGV558,Premium Pack,No,Standard,Core,A,No,No,0.298,4.15,8.15,New,25,90
CUST000493,BubbleWave,931001,2024-06-04 17:01:54,4.7,Yes,Yes,Yes,Yes,,,PROD1232,SparkleUp Pack,DTC,0.278,13,20.54,4.83,265.06,267.02,267.02,1.96,POC365,Georgetown,FL,FL,South,50339129132231,2.24,11.10,267.02,276.16,1.96,-118.3988,44.4002,2024-06-04 23:44:15,95,20.54,22.59,267.02,293.72,Web,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,8146,Online,81599168-4434,0.96,CrispSoda 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,16,PGV229,Premium Pack,No,Standard,Core,A,No,No,0.127,4.29,0.82,Loyal,66,172
CUST000390,ZestDrink,324231,2024-06-20 19:08:26,3.9,No,Yes,No,No,,,PROD8557,PopMax Pack,DTC,0.275,12,24.15,4.85,237.56,289.80,289.80,52.24,POC129,Lakeside,CA,NY,South,74799776722895,1.41,10.35,289.80,247.91,52.24,-87.7850,45.4113,2024-06-21 19:20:34,72,24.15,26.57,289.80,318.78,Web,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,7382,Online,19721075-9059,0.97,CrispSoda 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.6,16,PGV223,Premium Pack,No,Standard,Core,A,No,No,0.056,3.86,2.58,Regular,87,126
CUST000236,PopMax,583062,2023-10-31 02:18:43,3.0,Yes,No,Yes,No,0,COUP138,PROD1848,SparkleUp Pack,DTC,0.198,5,17.51,2.45,80.02,87.55,87.55,7.53,POC741,Meadowbrook,TX,OH,North,41349192658322,0.88,6.22,87.55,86.24,7.53,-98.4411,25.9288,2023-11-01 08:43:39,78,17.51,19.26,87.55,96.31,Web,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,2185,Online,73442618-9118,0.94,BubbleWave 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.6,24,PGV249,Premium Pack,No,Standard,Core,A,No,No,0.225,2.57,9.44,New,86,401
CUST000143,FizzCola,758258,2024-03-27 01:32:33,5.0,No,Yes,Yes,Yes,,,PROD4838,RefreshPlus Pack,DTC,0.267,14,15.76,3.89,208.94,220.64,220.64,11.70,POC468,Meadowbrook,FL,CA,West,39017069542919,4.77,13.32,220.64,222.26,11.70,-101.0645,34.7875,2024-03-28 21:16:44,69,15.76,17.34,220.64,242.70,Web,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,5003,Online,28116523-6673,0.81,PopMax 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,21,PGV926,Premium Pack,No,Standard,Core,A,No,No,0.023,3.41,4.95,Loyal,8,357
CUST000154,CrispSoda,446005,2024-11-18 04:28:53,2.0,No,No,No,Yes,,,PROD2251,ZestDrink Pack,DTC,0.295,10,14.87,4.73,138.43,148.70,148.70,10.27,POC592,Meadowbrook,IL,FL,West,45801691953797,3.31,8.96,148.70,147.39,10.27,-113.6499,36.3557,2024-11-19 20:55:03,93,14.87,16.36,148.70,163.57,Web,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,1826,Online,51194881-8608,0.87,RefreshPlus 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,19,PGV815,Premium Pack,No,Standard,Core,A,No,No,0.448,0.24,1.61,Regular,97,245
